product_id,name,category_id,price,description,created_at
PROD-00000038,Smart Speaker Series 686,CAT-006-8d6f4037,723.66,High-quality speaker for all your needs. Smart edition with advanced features.,2023-05-14T15:55:54
PROD-00000039,Pro Watch Version 324,CAT-002-1859ba33,37.84,High-quality watch for all your needs. Pro edition with advanced features.,2024-10-15T03:50:54
PROD-00000040,Basic Tablet  219,CAT-009-70bb8935,802.94,High-quality tablet for all your needs. Basic edition with advanced features.,2022-12-20T07:59:05
PROD-00000041,Smart Tablet Series 379,CAT-005-a929d897,481.65,High-quality tablet for all your needs. Smart edition with advanced features.,2024-08-14T17:16:00
PROD-00000042,Standard Watch  827,CAT-009-70bb8935,33.38,High-quality watch for all your needs. Standard edition with advanced features.,2024-09-19T02:08:37
PROD-00000043,Ultra Monitor Series 271,CAT-002-1859ba33,2670.23,High-quality monitor for all your needs. Ultra edition with advanced features.,2024-09-14T19:20:41
PROD-00000044,Pro Speaker Edition 620,CAT-004-3c98b695,2155.65,High-quality speaker for all your needs. Pro edition with advanced features.,2021-09-24T13:18:56
PROD-00000045,Compact Speaker  501,CAT-005-a929d897,2716.95,High-quality speaker for all your needs. Compact edition with advanced features.,2020-06-06T19:50:24
PROD-00000046,Basic Case Edition 46,CAT-001-37321c58,1007.32,High-quality case for all your needs. Basic edition with advanced features.,2021-02-10T10:37:14
PROD-00000047,Compact Speaker Series 760,CAT-008-da46913e,1659.51,High-quality speaker for all your needs. Compact edition with advanced features.,2023-08-21T18:38:52
PROD-00000048,Wireless Laptop Model 78,CAT-003-7208bde3,1641.3,High-quality laptop for all your needs. Wireless edition with advanced features.,2023-02-21T02:44:21
PROD-00000049,Portable Memory Series 441,CAT-003-7208bde3,135.06,High-quality memory for all your needs. Portable edition with advanced features.,2023-02-06T22:23:14
PROD-00000050,Smart Phone Edition 216,CAT-004-3c98b695,2004.12,High-quality phone for all your needs. Smart edition with advanced features.,2023-01-03T20:11:24
PROD-00000051,Advanced Memory Version 998,CAT-010-030b3d37,2250.93,High-quality memory for all your needs. Advanced edition with advanced features.,2022-01-05T12:24:52
PROD-00000052,Essential Mouse Series 903,CAT-007-592f34fa,84.1,High-quality mouse for all your needs. Essential edition with advanced features.,2022-10-29T01:32:36
PROD-00000053,Advanced Case Series 274,CAT-003-7208bde3,2364.24,High-quality case for all your needs. Advanced edition with advanced features.,2020-12-01T20:11:38
PROD-00000054,Max Phone Version 228,CAT-004-3c98b695,2451.58,High-quality phone for all your needs. Max edition with advanced features.,2023-12-01T02:41:49
PROD-00000055,Mini Watch Series 229,CAT-001-37321c58,1983.49,High-quality watch for all your needs. Mini edition with advanced features.,2023-05-22T23:46:37
PROD-00000056,Mini Speaker Model 991,CAT-005-a929d897,1059.92,High-quality speaker for all your needs. Mini edition with advanced features.,2024-05-01T16:02:24
PROD-00000057,Max Memory Edition 962,CAT-001-37321c58,354.86,High-quality memory for all your needs. Max edition with advanced features.,2022-03-22T13:37:00
PROD-00000058,Pro Storage Edition 40,CAT-002-1859ba33,1793.74,High-quality storage for all your needs. Pro edition with advanced features.,2022-12-10T00:17:56
PROD-00000059,Standard Charger Version 621,CAT-009-70bb8935,355.77,High-quality charger for all your needs. Standard edition with advanced features.,2024-11-26T09:31:14
PROD-00000060,Elite Speaker Model 726,CAT-007-592f34fa,15.05,High-quality speaker for all your needs. Elite edition with advanced features.,2024-07-30T21:53:26
PROD-00000061,Compact Headphones Edition 442,CAT-002-1859ba33,2847.12,High-quality headphones for all your needs. Compact edition with advanced features.,2022-10-22T21:29:56
PROD-00000062,Portable Charger Model 738,CAT-005-a929d897,1526.29,High-quality charger for all your needs. Portable edition with advanced features.,2023-06-22T19:58:57
PROD-00000063,Mini Stand Edition 568,CAT-003-7208bde3,583.59,High-quality stand for all your needs. Mini edition with advanced features.,2023-03-23T23:07:15
PROD-00000064,Compact Mouse  583,CAT-005-a929d897,1224.15,High-quality mouse for all your needs. Compact edition with advanced features.,2020-01-02T06:16:08
PROD-00000065,Ultra Watch Series 441,CAT-010-030b3d37,1823.91,High-quality watch for all your needs. Ultra edition with advanced features.,2022-09-28T04:38:39
PROD-00000066,Plus Cover Version 692,CAT-004-3c98b695,1538.4,High-quality cover for all your needs. Plus edition with advanced features.,2021-06-11T05:06:26
PROD-00000067,Compact Tablet Edition 528,CAT-010-030b3d37,1012.2,High-quality tablet for all your needs. Compact edition with advanced features.,2021-12-30T17:04:18
PROD-00000068,Compact Watch Series 826,CAT-004-3c98b695,450.58,High-quality watch for all your needs. Compact edition with advanced features.,2020-05-23T13:56:41
PROD-00000069,Elite Screen  871,CAT-002-1859ba33,1371.68,High-quality screen for all your needs. Elite edition with advanced features.,2024-11-23T13:08:00
PROD-00000070,Elite Stand Version 410,CAT-004-3c98b695,451.23,High-quality stand for all your needs. Elite edition with advanced features.,2020-01-18T05:27:04
PROD-00000071,Smart Monitor Version 225,CAT-003-7208bde3,2414.28,High-quality monitor for all your needs. Smart edition with advanced features.,2024-05-28T05:43:45
PROD-00000072,Plus Phone  256,CAT-002-1859ba33,1374.81,High-quality phone for all your needs. Plus edition with advanced features.,2023-12-14T14:18:39
PROD-00000073,Compact Battery  610,CAT-006-8d6f4037,2850.61,High-quality battery for all your needs. Compact edition with advanced features.,2023-10-07T00:39:59
PROD-00000074,Portable Battery Version 851,CAT-009-70bb8935,1343.27,High-quality battery for all your needs. Portable edition with advanced features.,2021-05-09T11:40:24
PROD-00000075,Standard Screen Version 266,CAT-004-3c98b695,2521.18,High-quality screen for all your needs. Standard edition with advanced features.,2022-05-11T13:49:58
PROD-00000076,Advanced Battery Version 642,CAT-004-3c98b695,831.04,High-quality battery for all your needs. Advanced edition with advanced features.,2020-08-28T17:34:39
PROD-00000077,Standard Watch Series 279,CAT-006-8d6f4037,965.92,High-quality watch for all your needs. Standard edition with advanced features.,2024-08-05T04:40:08
PROD-00000078,Basic Keyboard Series 237,CAT-007-592f34fa,2084.9,High-quality keyboard for all your needs. Basic edition with advanced features.,2021-10-26T17:28:58
PROD-00000079,Basic Case Version 339,CAT-009-70bb8935,1403.1,High-quality case for all your needs. Basic edition with advanced features.,2020-07-12T10:52:05
PROD-00000080,Elite Case Version 927,CAT-010-030b3d37,2838.72,High-quality case for all your needs. Elite edition with advanced features.,2020-03-01T16:24:28
PROD-00000081,Essential Storage Version 489,CAT-001-37321c58,2828.79,High-quality storage for all your needs. Essential edition with advanced features.,2022-07-16T18:10:23
PROD-00000082,Advanced Stand Version 552,CAT-009-70bb8935,2401.6,High-quality stand for all your needs. Advanced edition with advanced features.,2021-11-16T04:33:24
PROD-00000083,Plus Camera Edition 447,CAT-008-da46913e,96.77,High-quality camera for all your needs. Plus edition with advanced features.,2022-11-10T07:38:06
PROD-00000084,Compact Stand Series 861,CAT-008-da46913e,2759.42,High-quality stand for all your needs. Compact edition with advanced features.,2024-07-17T11:08:41
PROD-00000085,Premium Stand  578,CAT-001-37321c58,260.99,High-quality stand for all your needs. Premium edition with advanced features.,2023-08-24T15:41:04
PROD-00000086,Pro Cover Series 52,CAT-005-a929d897,1143.51,High-quality cover for all your needs. Pro edition with advanced features.,2021-10-19T14:32:05
PROD-00000087,Plus Charger Edition 780,CAT-007-592f34fa,841.98,High-quality charger for all your needs. Plus edition with advanced features.,2023-08-02T18:09:07
PROD-00000088,Ultra Tablet Version 20,CAT-009-70bb8935,165.73,High-quality tablet for all your needs. Ultra edition with advanced features.,2022-12-23T06:56:04
PROD-00000089,Elite Tablet Model 773,CAT-001-37321c58,2849.33,High-quality tablet for all your needs. Elite edition with advanced features.,2021-09-11T09:24:35
PROD-00000090,Essential Laptop  157,CAT-004-3c98b695,387.39,High-quality laptop for all your needs. Essential edition with advanced features.,2020-12-21T09:29:43
PROD-00000091,Portable Headphones Version 717,CAT-005-a929d897,2303.02,High-quality headphones for all your needs. Portable edition with advanced features.,2021-06-05T07:15:55
PROD-00000092,Portable Adapter Model 797,CAT-003-7208bde3,2894.51,High-quality adapter for all your needs. Portable edition with advanced features.,2020-12-01T20:25:37
PROD-00000093,Portable Laptop Edition 590,CAT-007-592f34fa,1195.99,High-quality laptop for all your needs. Portable edition with advanced features.,2021-09-08T04:32:24
PROD-00000094,Basic Storage Series 105,CAT-005-a929d897,2552.37,High-quality storage for all your needs. Basic edition with advanced features.,2021-01-11T02:31:10
PROD-00000095,Advanced Storage Model 356,CAT-009-70bb8935,1290.84,High-quality storage for all your needs. Advanced edition with advanced features.,2023-02-25T07:46:03
PROD-00000096,Basic Battery Edition 13,CAT-007-592f34fa,2468.76,High-quality battery for all your needs. Basic edition with advanced features.,2020-11-23T21:32:54
PROD-00000097,Max Cable Version 725,CAT-003-7208bde3,1312.1,High-quality cable for all your needs. Max edition with advanced features.,2024-06-09T00:15:25
PROD-00000098,Compact Speaker  828,CAT-009-70bb8935,2326.17,High-quality speaker for all your needs. Compact edition with advanced features.,2023-12-15T07:30:03
PROD-00000099,Max Storage Edition 331,CAT-004-3c98b695,2493.88,High-quality storage for all your needs. Max edition with advanced features.,2020-09-26T06:03:14
PROD-00000100,Ultra Cover Series 769,CAT-008-da46913e,1713.84,High-quality cover for all your needs. Ultra edition with advanced features.,2023-03-23T11:29:26
PROD-00000101,Mini Laptop Version 872,CAT-006-8d6f4037,553.69,High-quality laptop for all your needs. Mini edition with advanced features.,2021-10-21T00:48:08
PROD-00000102,Mini Speaker Edition 287,CAT-010-030b3d37,2106.53,High-quality speaker for all your needs. Mini edition with advanced features.,2022-05-08T08:04:41
PROD-00000103,Wireless Laptop  971,CAT-004-3c98b695,265.97,High-quality laptop for all your needs. Wireless edition with advanced features.,2023-06-16T17:28:38
PROD-00000104,Plus Memory Series 708,CAT-008-da46913e,1941.24,High-quality memory for all your needs. Plus edition with advanced features.,2024-03-04T22:17:28
PROD-00000105,Plus Laptop Model 302,CAT-004-3c98b695,1219.15,High-quality laptop for all your needs. Plus edition with advanced features.,2022-01-25T22:08:52
PROD-00000106,Ultra Storage Edition 485,CAT-009-70bb8935,1597.45,High-quality storage for all your needs. Ultra edition with advanced features.,2023-08-14T23:51:49
PROD-00000107,Standard Memory Edition 361,CAT-008-da46913e,820.03,High-quality memory for all your needs. Standard edition with advanced features.,2022-02-20T02:01:00
PROD-00000108,Elite Monitor Series 324,CAT-002-1859ba33,2231.2,High-quality monitor for all your needs. Elite edition with advanced features.,2021-07-29T05:46:23
PROD-00000109,Elite Headphones Version 284,CAT-010-030b3d37,2930.04,High-quality headphones for all your needs. Elite edition with advanced features.,2024-06-17T23:45:37
PROD-00000110,Portable Watch Model 853,CAT-004-3c98b695,895.77,High-quality watch for all your needs. Portable edition with advanced features.,2023-01-26T05:14:34
PROD-00000111,Pro Watch Model 726,CAT-009-70bb8935,388.47,High-quality watch for all your needs. Pro edition with advanced features.,2020-05-21T09:53:47
PROD-00000112,Premium Memory Edition 715,CAT-003-7208bde3,1917.22,High-quality memory for all your needs. Premium edition with advanced features.,2024-03-05T02:34:07
PROD-00000113,Basic Laptop  292,CAT-008-da46913e,1441.35,High-quality laptop for all your needs. Basic edition with advanced features.,2022-11-24T12:52:33
PROD-00000114,Pro Phone Edition 964,CAT-008-da46913e,351.11,High-quality phone for all your needs. Pro edition with advanced features.,2020-07-22T00:21:34
PROD-00000115,Max Screen Model 591,CAT-001-37321c58,463.65,High-quality screen for all your needs. Max edition with advanced features.,2024-10-14T16:21:42
PROD-00000116,Ultra Tablet Series 122,CAT-009-70bb8935,2295.68,High-quality tablet for all your needs. Ultra edition with advanced features.,2021-12-02T04:27:08
PROD-00000117,Advanced Battery Version 462,CAT-008-da46913e,899.08,High-quality battery for all your needs. Advanced edition with advanced features.,2023-08-25T07:52:12
PROD-00000118,Ultra Storage  62,CAT-010-030b3d37,2880.72,High-quality storage for all your needs. Ultra edition with advanced features.,2020-11-04T07:23:28
PROD-00000119,Advanced Headphones Series 271,CAT-002-1859ba33,479.59,High-quality headphones for all your needs. Advanced edition with advanced features.,2021-06-24T00:28:39
PROD-00000120,Wireless Tablet Series 3,CAT-007-592f34fa,1357.0,High-quality tablet for all your needs. Wireless edition with advanced features.,2023-12-30T23:12:50
PROD-00000121,Ultra Phone Series 296,CAT-005-a929d897,2111.92,High-quality phone for all your needs. Ultra edition with advanced features.,2023-11-11T15:01:46
PROD-00000122,Basic Camera Edition 807,CAT-010-030b3d37,1986.93,High-quality camera for all your needs. Basic edition with advanced features.,2021-09-06T14:28:11
PROD-00000123,Max Monitor  231,CAT-003-7208bde3,2726.14,High-quality monitor for all your needs. Max edition with advanced features.,2021-03-17T21:54:22
PROD-00000124,Basic Phone Series 812,CAT-005-a929d897,1789.17,High-quality phone for all your needs. Basic edition with advanced features.,2024-11-03T11:09:12
PROD-00000125,Smart Watch Version 128,CAT-008-da46913e,2069.14,High-quality watch for all your needs. Smart edition with advanced features.,2023-06-04T13:12:37
PROD-00000126,Ultra Battery  506,CAT-008-da46913e,250.51,High-quality battery for all your needs. Ultra edition with advanced features.,2020-05-03T20:14:07
PROD-00000127,Smart Case Edition 619,CAT-005-a929d897,87.33,High-quality case for all your needs. Smart edition with advanced features.,2021-12-12T05:50:29
PROD-00000128,Compact Storage  974,CAT-001-37321c58,2998.71,High-quality storage for all your needs. Compact edition with advanced features.,2022-04-17T08:11:54
PROD-00000129,Portable Phone Series 482,CAT-009-70bb8935,1958.0,High-quality phone for all your needs. Portable edition with advanced features.,2022-05-14T04:51:27
PROD-00000130,Pro Storage Version 651,CAT-008-da46913e,2907.47,High-quality storage for all your needs. Pro edition with advanced features.,2023-12-31T06:30:55
PROD-00000131,Mini Case Edition 329,CAT-002-1859ba33,2574.61,High-quality case for all your needs. Mini edition with advanced features.,2022-10-21T15:56:37
PROD-00000132,Max Screen Edition 679,CAT-007-592f34fa,2442.55,High-quality screen for all your needs. Max edition with advanced features.,2024-09-05T02:10:35
PROD-00000133,Premium Cover Model 323,CAT-005-a929d897,976.58,High-quality cover for all your needs. Premium edition with advanced features.,2023-06-09T17:28:35
PROD-00000134,Essential Battery Model 674,CAT-009-70bb8935,1391.3,High-quality battery for all your needs. Essential edition with advanced features.,2020-06-17T09:44:58
PROD-00000135,Elite Battery Edition 638,CAT-008-da46913e,1879.96,High-quality battery for all your needs. Elite edition with advanced features.,2020-06-09T08:27:11
PROD-00000136,Elite Speaker  135,CAT-005-a929d897,1319.96,High-quality speaker for all your needs. Elite edition with advanced features.,2024-02-14T22:43:52
PROD-00000137,Basic Laptop  819,CAT-004-3c98b695,2132.24,High-quality laptop for all your needs. Basic edition with advanced features.,2022-08-23T11:12:35
PROD-00000138,Wireless Laptop  418,CAT-002-1859ba33,681.84,High-quality laptop for all your needs. Wireless edition with advanced features.,2020-12-18T12:16:27
PROD-00000139,Plus Monitor Series 511,CAT-005-a929d897,1531.52,High-quality monitor for all your needs. Plus edition with advanced features.,2022-04-29T12:02:16
PROD-00000140,Max Screen Version 250,CAT-008-da46913e,1658.27,High-quality screen for all your needs. Max edition with advanced features.,2023-04-06T18:14:47
PROD-00000141,Elite Adapter  765,CAT-003-7208bde3,2593.43,High-quality adapter for all your needs. Elite edition with advanced features.,2022-05-08T06:29:57
PROD-00000142,Advanced Case Edition 957,CAT-009-70bb8935,808.84,High-quality case for all your needs. Advanced edition with advanced features.,2020-01-08T23:16:46
PROD-00000143,Ultra Watch  594,CAT-008-da46913e,2597.12,High-quality watch for all your needs. Ultra edition with advanced features.,2023-10-19T08:59:13
PROD-00000144,Wireless Screen Edition 341,CAT-009-70bb8935,2290.98,High-quality screen for all your needs. Wireless edition with advanced features.,2023-03-17T22:49:13
PROD-00000145,Plus Charger Series 715,CAT-004-3c98b695,1719.66,High-quality charger for all your needs. Plus edition with advanced features.,2021-12-26T15:40:40
PROD-00000146,Essential Case Model 326,CAT-008-da46913e,2118.62,High-quality case for all your needs. Essential edition with advanced features.,2023-03-30T10:39:17
PROD-00000147,Max Keyboard Version 988,CAT-001-37321c58,387.47,High-quality keyboard for all your needs. Max edition with advanced features.,2022-10-28T11:19:09
PROD-00000148,Essential Monitor Version 103,CAT-009-70bb8935,2732.21,High-quality monitor for all your needs. Essential edition with advanced features.,2020-02-17T16:23:59
PROD-00000149,Standard Keyboard Version 892,CAT-003-7208bde3,233.73,High-quality keyboard for all your needs. Standard edition with advanced features.,2022-04-03T09:31:51
PROD-00000150,Mini Adapter Version 666,CAT-002-1859ba33,2556.77,High-quality adapter for all your needs. Mini edition with advanced features.,2024-07-15T21:45:49
PROD-00000151,Max Charger Version 894,CAT-009-70bb8935,117.33,High-quality charger for all your needs. Max edition with advanced features.,2020-07-31T13:49:14
PROD-00000152,Elite Watch Series 765,CAT-002-1859ba33,1307.56,High-quality watch for all your needs. Elite edition with advanced features.,2020-11-01T20:27:04
PROD-00000153,Advanced Monitor Version 171,CAT-005-a929d897,2711.23,High-quality monitor for all your needs. Advanced edition with advanced features.,2020-05-22T21:20:06
PROD-00000154,Mini Phone Edition 368,CAT-006-8d6f4037,1297.74,High-quality phone for all your needs. Mini edition with advanced features.,2022-01-28T16:40:49
PROD-00000155,Wireless Case  699,CAT-003-7208bde3,518.24,High-quality case for all your needs. Wireless edition with advanced features.,2020-09-02T08:18:24
PROD-00000156,Portable Stand  700,CAT-004-3c98b695,1498.02,High-quality stand for all your needs. Portable edition with advanced features.,2024-12-16T19:20:51
PROD-00000157,Pro Camera Version 654,CAT-005-a929d897,1384.11,High-quality camera for all your needs. Pro edition with advanced features.,2020-01-30T04:43:23
PROD-00000158,Smart Cover Edition 694,CAT-009-70bb8935,482.34,High-quality cover for all your needs. Smart edition with advanced features.,2023-10-04T09:45:35
PROD-00000159,Mini Storage Edition 655,CAT-007-592f34fa,2074.03,High-quality storage for all your needs. Mini edition with advanced features.,2023-11-20T08:08:48
PROD-00000160,Essential Watch Series 394,CAT-008-da46913e,328.88,High-quality watch for all your needs. Essential edition with advanced features.,2023-03-30T20:34:58
PROD-00000161,Portable Cable  303,CAT-005-a929d897,75.59,High-quality cable for all your needs. Portable edition with advanced features.,2023-05-14T17:24:55
PROD-00000162,Ultra Laptop  886,CAT-001-37321c58,2732.73,High-quality laptop for all your needs. Ultra edition with advanced features.,2024-03-23T06:40:15
PROD-00000163,Essential Watch Series 622,CAT-006-8d6f4037,664.81,High-quality watch for all your needs. Essential edition with advanced features.,2021-08-13T17:16:07
PROD-00000164,Portable Speaker Series 644,CAT-002-1859ba33,2711.17,High-quality speaker for all your needs. Portable edition with advanced features.,2020-05-02T11:33:37
PROD-00000165,Ultra Cover Model 594,CAT-006-8d6f4037,2199.75,High-quality cover for all your needs. Ultra edition with advanced features.,2020-10-07T00:49:53
PROD-00000166,Smart Watch Edition 766,CAT-007-592f34fa,535.15,High-quality watch for all your needs. Smart edition with advanced features.,2021-02-14T14:32:55
PROD-00000167,Advanced Memory Edition 544,CAT-009-70bb8935,2741.32,High-quality memory for all your needs. Advanced edition with advanced features.,2021-05-26T05:19:17
PROD-00000168,Ultra Screen Edition 765,CAT-006-8d6f4037,2414.65,High-quality screen for all your needs. Ultra edition with advanced features.,2023-12-26T01:19:08
PROD-00000169,Basic Keyboard Series 881,CAT-007-592f34fa,2902.13,High-quality keyboard for all your needs. Basic edition with advanced features.,2024-09-27T12:14:27
PROD-00000170,Mini Tablet Version 15,CAT-005-a929d897,1614.34,High-quality tablet for all your needs. Mini edition with advanced features.,2023-11-13T23:18:15
PROD-00000171,Mini Speaker  391,CAT-006-8d6f4037,333.94,High-quality speaker for all your needs. Mini edition with advanced features.,2021-12-27T11:01:29
PROD-00000172,Plus Laptop  906,CAT-009-70bb8935,990.73,High-quality laptop for all your needs. Plus edition with advanced features.,2021-11-18T18:20:04
PROD-00000173,Compact Tablet Version 932,CAT-005-a929d897,1951.22,High-quality tablet for all your needs. Compact edition with advanced features.,2020-12-28T11:59:18
PROD-00000174,Pro Phone Model 312,CAT-008-da46913e,357.19,High-quality phone for all your needs. Pro edition with advanced features.,2021-12-30T11:57:32
PROD-00000175,Smart Memory Series 398,CAT-008-da46913e,1119.31,High-quality memory for all your needs. Smart edition with advanced features.,2024-08-05T07:40:18
PROD-00000176,Max Storage Series 907,CAT-007-592f34fa,1968.21,High-quality storage for all your needs. Max edition with advanced features.,2024-02-29T08:21:34
PROD-00000177,Portable Case Edition 34,CAT-006-8d6f4037,659.63,High-quality case for all your needs. Portable edition with advanced features.,2023-10-13T14:55:34
PROD-00000178,Elite Cable Model 703,CAT-006-8d6f4037,1637.94,High-quality cable for all your needs. Elite edition with advanced features.,2023-01-19T08:39:37
PROD-00000179,Premium Stand Edition 195,CAT-002-1859ba33,2847.53,High-quality stand for all your needs. Premium edition with advanced features.,2023-11-13T18:11:05
PROD-00000180,Basic Headphones  995,CAT-001-37321c58,161.22,High-quality headphones for all your needs. Basic edition with advanced features.,2022-11-02T04:14:42
PROD-00000181,Elite Keyboard  211,CAT-002-1859ba33,2491.15,High-quality keyboard for all your needs. Elite edition with advanced features.,2024-09-17T20:43:40
PROD-00000182,Elite Storage Series 833,CAT-004-3c98b695,992.38,High-quality storage for all your needs. Elite edition with advanced features.,2021-04-03T10:26:12
PROD-00000183,Advanced Adapter Model 284,CAT-003-7208bde3,2962.7,High-quality adapter for all your needs. Advanced edition with advanced features.,2024-08-05T09:23:03
PROD-00000184,Ultra Mouse Model 677,CAT-001-37321c58,404.08,High-quality mouse for all your needs. Ultra edition with advanced features.,2023-01-18T00:28:48
PROD-00000185,Advanced Camera  332,CAT-001-37321c58,530.99,High-quality camera for all your needs. Advanced edition with advanced features.,2020-06-11T19:09:15
PROD-00000186,Pro Case  117,CAT-002-1859ba33,1433.97,High-quality case for all your needs. Pro edition with advanced features.,2023-01-29T19:34:57
PROD-00000187,Wireless Storage Model 463,CAT-009-70bb8935,672.42,High-quality storage for all your needs. Wireless edition with advanced features.,2020-05-14T17:31:52
PROD-00000188,Standard Battery Edition 470,CAT-001-37321c58,191.86,High-quality battery for all your needs. Standard edition with advanced features.,2024-01-28T03:28:46
PROD-00000189,Essential Stand Version 703,CAT-002-1859ba33,1475.89,High-quality stand for all your needs. Essential edition with advanced features.,2023-10-10T02:24:16
PROD-00000190,Basic Tablet Edition 623,CAT-003-7208bde3,206.38,High-quality tablet for all your needs. Basic edition with advanced features.,2022-05-04T10:40:44
